program_id,category,location,date_aired,speaker_name,speaker_party,speaker_state,speaker_office,syntactic_category,determiner,data_point,full_sentence
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republican,the_DT Republican_JJ
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republican,the_DT Republican_NNP
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republican,The_DT Republican_NNP
156083-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 23 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republican,The_DT Republican_NNP
300833-1,House Proceeding,"Washington, District of Columbia, United States",Mon Aug  1 00:00:00 2011,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
156515-1,House Proceeding,"Washington, District of Columbia, United States",Mon Apr 10 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republican,the_DT Republican_JJ
156515-1,House Proceeding,"Washington, District of Columbia, United States",Mon Apr 10 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
156515-1,House Proceeding,"Washington, District of Columbia, United States",Mon Apr 10 00:00:00 2000,John M Jr. Spratt,D,South Carolina,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
156080-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Sherrod Brown,D,Ohio,U.S. Representative,DT,the,republican,the_DT Republican_JJ
156073-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 16 00:00:00 2000,Melvin Watt,D,North Carolina,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
301499-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 14 00:00:00 2011,Steny H. Hoyer,D,Maryland,U.S. Representative,DT,the,republican,the_DT Republican_JJ
156170-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
156170-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
156170-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
156170-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
156170-1,House Proceeding,"Washington, District of Columbia, United States",Tue Mar 21 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
157125-1,House Proceeding,"Washington, District of Columbia, United States",Tue May 16 00:00:00 2000,John Mica,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,a,republican,a_DT Republican_JJ
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_NNP
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155729-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,Scott McInnis,R,Colorado,U.S. Representative,DT,those,democrat,those_DT Democrat_NNP
155421-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 15 00:00:00 2000,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_NNP
155421-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 15 00:00:00 2000,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
300676-1,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 25 00:00:00 2011,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,republican,the_DT Republican_JJ
300676-1,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 25 00:00:00 2011,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,republican,the_DT Republican_JJ
300676-1,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 25 00:00:00 2011,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155291-1,House Proceeding,"Washington, District of Columbia, United States",Wed Feb  9 00:00:00 2000,Greg Ganske,R,Iowa,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155393-1,House Proceeding,"Washington, District of Columbia, United States",Mon Feb 14 00:00:00 2000,"Gerald ""Jerry"" C. Weller",R,Illinois,U.S. Representative,DT,every,republican,every_DT Republican_JJ
155394-1,House Proceeding,"Washington, District of Columbia, United States",Mon Feb 14 00:00:00 2000,"Frederick ""Fred"" S. Upton",R,Michigan,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
155638-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar  2 00:00:00 2000,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
155638-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar  2 00:00:00 2000,Joe Scarborough,R,Florida,U.S. Representative,DT,those,democrats,those_DT Democrats_NNS
155638-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar  2 00:00:00 2000,Joe Scarborough,R,Florida,U.S. Representative,DT,those,democrats,those_DT Democrats_NNS
308355-1,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 25 00:00:00 2012,Donna F. Edwards,D,Maryland,U.S. Representative,DT,the,republican,the_DT Republican_JJ
308355-1,House Proceeding,"Washington, District of Columbia, United States",Tue Sep 25 00:00:00 2012,Donna F. Edwards,D,Maryland,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155422-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 15 00:00:00 2000,"Randall ""Duke"" Cunningham",R,California,U.S. Representative,DT,a,republican,a_DT Republican_JJ
155286-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Major R. Owens,D,New York,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
155286-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155286-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155286-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155286-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155258-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Wes Watkins,R,Oklahoma,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
155258-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb  8 00:00:00 2000,Wes Watkins,R,Oklahoma,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
155419-1,House Proceeding,"Washington, District of Columbia, United States",Mon Feb 14 00:00:00 2000,"Frederick ""Fred"" S. Upton",R,Michigan,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
155636-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,"William ""Bill"" F. Goodling",R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_NNP
155636-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,"William ""Bill"" F. Goodling",R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155636-1,House Proceeding,"Washington, District of Columbia, United States",Tue Feb 29 00:00:00 2000,"William ""Bill"" F. Goodling",R,Pennsylvania,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155637-1,House Proceeding,"Washington, District of Columbia, United States",Wed Mar  1 00:00:00 2000,"Clay ""Eugene"" E. Jr. Shaw",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
155326-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2000,"W. ""W.R."" Reynolds Jr. Archer",R,Texas,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
155326-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2000,"W. ""W.R."" Reynolds Jr. Archer",R,Texas,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
155326-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2000,"W. ""W.R."" Reynolds Jr. Archer",R,Texas,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
155326-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2000,"W. ""W.R."" Reynolds Jr. Archer",R,Texas,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
153649-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 16 00:00:00 1999,"Gerald ""Jerry"" C. Weller",R,Illinois,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153649-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 16 00:00:00 1999,"Gerald ""Jerry"" C. Weller",R,Illinois,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153649-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 16 00:00:00 1999,"Gerald ""Jerry"" C. Weller",R,Illinois,U.S. Representative,DT,that,republicans,that_DT Republicans_NNPS
153649-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 16 00:00:00 1999,"Gerald ""Jerry"" C. Weller",R,Illinois,U.S. Representative,DT,the,republican,The_DT Republican_NNP
153356-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  4 00:00:00 1999,"C. ""Bill"" W. Young",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153356-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  4 00:00:00 1999,"C. ""Bill"" W. Young",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153356-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  4 00:00:00 1999,"C. ""Bill"" W. Young",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153356-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  4 00:00:00 1999,"C. ""Bill"" W. Young",R,Florida,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
153391-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  4 00:00:00 1999,Thomas J. Jr. Bliley,R,Virginia,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,that,republicans,that_DT Republicans_NNPS
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,a,republican,a_DT Republican_JJ
153479-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov  9 00:00:00 1999,"Douglas ""Doug"" K. Bereuter",R,Nebraska,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,The_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,all,democrats,all_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_NNP
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,This_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_NNP
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,that,republicans,that_DT Republicans_NNS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,this,republican,this_DT Republican_JJ
153483-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  8 00:00:00 1999,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republican,The_DT Republican_NNP
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republican,The_DT Republican_JJ
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
152890-1,House Proceeding,"Washington, District of Columbia, United States",Mon Oct 18 00:00:00 1999,"Clifford ""Cliff"" Stearns",R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
