program_id,category,location,date_aired,speaker_name,speaker_party,speaker_state,speaker_office,syntactic_category,determiner,data_point,full_sentence
68799-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  7 00:00:00 1995,Neil Abercrombie,D,Hawaii,U.S. Representative,DT,the,republican,the_DT Republican_JJ
297924-1,House Proceeding,"Washington, District of Columbia, United States",Wed Feb  9 00:00:00 2011,Steven R. Rothman,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68617-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 28 00:00:00 1995,Curt Weldon,R,Pennsylvania,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68501-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68454-1,House Proceeding,"Washington, District of Columbia, United States",Sat Nov 18 00:00:00 1995,Bob Livingston,R,Louisiana,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
68453-1,House Proceeding,"Washington, District of Columbia, United States",Sat Nov 18 00:00:00 1995,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68453-1,House Proceeding,"Washington, District of Columbia, United States",Sat Nov 18 00:00:00 1995,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68453-1,House Proceeding,"Washington, District of Columbia, United States",Sat Nov 18 00:00:00 1995,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68438-1,House Proceeding,"Washington, District of Columbia, United States",Fri Nov 17 00:00:00 1995,Gerald B. H. Solomon,R,New York,U.S. Representative,DT,some,democrats,some_DT Democrats_NNS
68438-1,House Proceeding,"Washington, District of Columbia, United States",Fri Nov 17 00:00:00 1995,Gerald B. H. Solomon,R,New York,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
68438-1,House Proceeding,"Washington, District of Columbia, United States",Fri Nov 17 00:00:00 1995,Gerald B. H. Solomon,R,New York,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
297948-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2011,Donna M. Christensen,D,Virgin Islands,Congressional Delegate,DT,the,republican,the_DT Republican_JJ
297948-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2011,Donna M. Christensen,D,Virgin Islands,Congressional Delegate,DT,the,republicans,the_DT Republicans_NNPS
297948-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb 10 00:00:00 2011,Donna M. Christensen,D,Virgin Islands,Congressional Delegate,DT,the,republicans,the_DT Republicans_NNPS
68388-1,House Proceeding,"Washington, District of Columbia, United States",Wed Nov 15 00:00:00 1995,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68615-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 28 00:00:00 1995,Robert Menendez,D,New Jersey,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68356-1,House Proceeding,"Washington, District of Columbia, United States",Tue Nov 14 00:00:00 1995,J.D. Hayworth,R,Arizona,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,all,republicans,all_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,A_DT Republican_JJ
68502-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 20 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68322-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Steven Schiff,R,New Mexico,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68178-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov  6 00:00:00 1995,Joe Scarborough,R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_NNP
308081-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 12 00:00:00 2012,Steny H. Hoyer,D,Maryland,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
308081-1,House Proceeding,"Washington, District of Columbia, United States",Wed Sep 12 00:00:00 2012,Steny H. Hoyer,D,Maryland,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,both,democrats,both_DT Democrats_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,The_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68324-1,House Proceeding,"Washington, District of Columbia, United States",Mon Nov 13 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
68644-1,House Proceeding,"Washington, District of Columbia, United States",Wed Nov 29 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_NNP
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,this,republican,this_DT Republican_JJ
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,some,democrats,some_DT Democrats_NNS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,a,republican,a_DT Republican_JJ
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,republican,the_DT Republican_JJ
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
68255-1,House Proceeding,"Washington, District of Columbia, United States",Thu Nov  9 00:00:00 1995,Cynthia McKinney,D,Georgia,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
67667-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 17 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67667-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 17 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
67667-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 17 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
67667-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 17 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
67667-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 17 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,a,republican,a_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,The_DT Republican_JJ
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,all,democrats,all_DT Democrats_NNS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
67807-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Major R. Owens,D,New York,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67806-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
67806-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67806-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_NNP
67806-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
67806-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 24 00:00:00 1995,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
